Time_t,Platform_P,Creator_P,User_P,Rate_Platform,Rate_Creator,Rate_User,Diff_User_Platform,Diff_Platform_Creator,Cum_Change_Platform,Cum_Change_Creator,Cum_Change_User,
0.000 ,0.500 ,0.500 ,0.500 ,10.199 ,37.602 ,20.915 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,
0.000 ,0.497 ,0.489 ,0.506 ,10.419 ,37.224 ,20.909 ,0.009 ,0.008 ,0.003 ,0.011 ,0.006 ,
0.001 ,0.494 ,0.478 ,0.513 ,10.852 ,36.473 ,20.895 ,0.019 ,0.016 ,0.006 ,0.022 ,0.013 ,
0.001 ,0.490 ,0.467 ,0.519 ,11.271 ,35.732 ,20.876 ,0.028 ,0.024 ,0.010 ,0.033 ,0.019 ,
0.001 ,0.487 ,0.456 ,0.525 ,11.676 ,35.000 ,20.854 ,0.038 ,0.031 ,0.013 ,0.044 ,0.025 ,
0.002 ,0.483 ,0.446 ,0.531 ,12.068 ,34.278 ,20.827 ,0.048 ,0.038 ,0.017 ,0.054 ,0.031 ,
0.002 ,0.480 ,0.436 ,0.538 ,12.446 ,33.564 ,20.795 ,0.058 ,0.044 ,0.020 ,0.064 ,0.038 ,
0.002 ,0.476 ,0.426 ,0.544 ,12.811 ,32.861 ,20.760 ,0.068 ,0.050 ,0.024 ,0.074 ,0.044 ,
0.002 ,0.472 ,0.416 ,0.550 ,13.162 ,32.167 ,20.720 ,0.078 ,0.056 ,0.028 ,0.084 ,0.050 ,
0.003 ,0.468 ,0.406 ,0.556 ,13.499 ,31.482 ,20.675 ,0.088 ,0.062 ,0.032 ,0.094 ,0.056 ,
0.003 ,0.464 ,0.397 ,0.563 ,13.823 ,30.807 ,20.627 ,0.099 ,0.067 ,0.036 ,0.103 ,0.063 ,
0.003 ,0.460 ,0.388 ,0.569 ,14.133 ,30.141 ,20.574 ,0.109 ,0.072 ,0.040 ,0.112 ,0.069 ,
0.004 ,0.455 ,0.379 ,0.575 ,14.430 ,29.484 ,20.517 ,0.120 ,0.077 ,0.045 ,0.121 ,0.075 ,
0.004 ,0.451 ,0.370 ,0.581 ,14.713 ,28.837 ,20.456 ,0.130 ,0.081 ,0.049 ,0.130 ,0.081 ,
0.004 ,0.447 ,0.361 ,0.587 ,14.982 ,28.200 ,20.390 ,0.141 ,0.085 ,0.053 ,0.139 ,0.087 ,
0.005 ,0.442 ,0.353 ,0.593 ,15.238 ,27.572 ,20.320 ,0.151 ,0.089 ,0.058 ,0.147 ,0.093 ,
0.005 ,0.437 ,0.345 ,0.599 ,15.480 ,26.953 ,20.246 ,0.162 ,0.093 ,0.063 ,0.155 ,0.099 ,
0.005 ,0.433 ,0.337 ,0.606 ,15.708 ,26.344 ,20.168 ,0.173 ,0.096 ,0.067 ,0.163 ,0.106 ,
0.005 ,0.428 ,0.329 ,0.612 ,15.923 ,25.744 ,20.085 ,0.184 ,0.099 ,0.072 ,0.171 ,0.112 ,
0.006 ,0.423 ,0.321 ,0.618 ,16.124 ,25.154 ,19.998 ,0.194 ,0.102 ,0.077 ,0.179 ,0.118 ,
0.006 ,0.418 ,0.314 ,0.624 ,16.311 ,24.573 ,19.906 ,0.205 ,0.104 ,0.082 ,0.186 ,0.124 ,
0.006 ,0.413 ,0.307 ,0.630 ,16.485 ,24.002 ,19.811 ,0.216 ,0.107 ,0.087 ,0.193 ,0.130 ,
0.007 ,0.408 ,0.299 ,0.635 ,16.646 ,23.440 ,19.711 ,0.227 ,0.109 ,0.092 ,0.201 ,0.135 ,
0.007 ,0.403 ,0.292 ,0.641 ,16.792 ,22.887 ,19.607 ,0.238 ,0.111 ,0.097 ,0.208 ,0.141 ,
0.007 ,0.398 ,0.286 ,0.647 ,16.925 ,22.344 ,19.498 ,0.249 ,0.113 ,0.102 ,0.214 ,0.147 ,
0.008 ,0.393 ,0.279 ,0.653 ,17.045 ,21.810 ,19.386 ,0.260 ,0.114 ,0.107 ,0.221 ,0.153 ,
0.008 ,0.388 ,0.273 ,0.659 ,17.151 ,21.286 ,19.268 ,0.271 ,0.115 ,0.112 ,0.227 ,0.159 ,
0.008 ,0.383 ,0.266 ,0.665 ,17.243 ,20.771 ,19.147 ,0.282 ,0.117 ,0.117 ,0.234 ,0.165 ,
0.008 ,0.378 ,0.260 ,0.670 ,17.321 ,20.266 ,19.022 ,0.293 ,0.118 ,0.122 ,0.240 ,0.170 ,
0.009 ,0.372 ,0.254 ,0.676 ,17.386 ,19.770 ,18.892 ,0.304 ,0.118 ,0.128 ,0.246 ,0.176 ,
0.009 ,0.367 ,0.248 ,0.682 ,17.438 ,19.283 ,18.758 ,0.315 ,0.119 ,0.133 ,0.252 ,0.182 ,
0.009 ,0.362 ,0.242 ,0.687 ,17.475 ,18.806 ,18.619 ,0.325 ,0.119 ,0.138 ,0.258 ,0.187 ,
0.010 ,0.357 ,0.237 ,0.693 ,17.499 ,18.339 ,18.476 ,0.336 ,0.120 ,0.143 ,0.263 ,0.193 ,
0.010 ,0.351 ,0.231 ,0.699 ,17.510 ,17.881 ,18.329 ,0.347 ,0.120 ,0.149 ,0.269 ,0.199 ,
0.010 ,0.346 ,0.226 ,0.704 ,17.507 ,17.432 ,18.178 ,0.358 ,0.120 ,0.154 ,0.274 ,0.204 ,
0.011 ,0.341 ,0.221 ,0.709 ,17.490 ,16.993 ,18.022 ,0.369 ,0.120 ,0.159 ,0.279 ,0.209 ,
0.011 ,0.336 ,0.216 ,0.715 ,17.459 ,16.563 ,17.863 ,0.379 ,0.120 ,0.164 ,0.284 ,0.215 ,
0.011 ,0.330 ,0.211 ,0.720 ,17.415 ,16.143 ,17.698 ,0.390 ,0.119 ,0.170 ,0.289 ,0.220 ,
0.011 ,0.325 ,0.206 ,0.725 ,17.358 ,15.732 ,17.530 ,0.400 ,0.119 ,0.175 ,0.294 ,0.225 ,
0.012 ,0.320 ,0.202 ,0.731 ,17.286 ,15.330 ,17.357 ,0.411 ,0.118 ,0.180 ,0.298 ,0.231 ,
0.012 ,0.315 ,0.197 ,0.736 ,17.201 ,14.938 ,17.180 ,0.421 ,0.118 ,0.185 ,0.303 ,0.236 ,
0.012 ,0.310 ,0.193 ,0.741 ,17.103 ,14.555 ,16.999 ,0.431 ,0.117 ,0.190 ,0.307 ,0.241 ,
0.013 ,0.304 ,0.188 ,0.746 ,16.991 ,14.182 ,16.813 ,0.442 ,0.116 ,0.196 ,0.312 ,0.246 ,
0.013 ,0.299 ,0.184 ,0.751 ,16.865 ,13.819 ,16.624 ,0.452 ,0.115 ,0.201 ,0.316 ,0.251 ,
0.013 ,0.294 ,0.180 ,0.756 ,16.726 ,13.464 ,16.429 ,0.462 ,0.114 ,0.206 ,0.320 ,0.256 ,
0.014 ,0.289 ,0.176 ,0.761 ,16.573 ,13.119 ,16.231 ,0.472 ,0.113 ,0.211 ,0.324 ,0.261 ,
0.014 ,0.284 ,0.172 ,0.766 ,16.406 ,12.784 ,16.028 ,0.482 ,0.112 ,0.216 ,0.328 ,0.266 ,
0.014 ,0.279 ,0.168 ,0.771 ,16.226 ,12.458 ,15.821 ,0.491 ,0.111 ,0.221 ,0.332 ,0.271 ,
0.014 ,0.275 ,0.165 ,0.775 ,16.032 ,12.142 ,15.610 ,0.501 ,0.110 ,0.225 ,0.335 ,0.275 ,
0.015 ,0.270 ,0.161 ,0.780 ,15.824 ,11.835 ,15.394 ,0.510 ,0.109 ,0.230 ,0.339 ,0.280 ,
0.015 ,0.265 ,0.157 ,0.785 ,15.603 ,11.537 ,15.175 ,0.520 ,0.108 ,0.235 ,0.343 ,0.285 ,
0.015 ,0.260 ,0.154 ,0.789 ,15.368 ,11.249 ,14.951 ,0.529 ,0.106 ,0.240 ,0.346 ,0.289 ,
0.016 ,0.256 ,0.151 ,0.794 ,15.120 ,10.970 ,14.722 ,0.538 ,0.105 ,0.244 ,0.349 ,0.294 ,
0.016 ,0.251 ,0.147 ,0.798 ,14.858 ,10.701 ,14.489 ,0.547 ,0.104 ,0.249 ,0.353 ,0.298 ,
0.016 ,0.247 ,0.144 ,0.802 ,14.582 ,10.441 ,14.252 ,0.555 ,0.103 ,0.253 ,0.356 ,0.302 ,
0.017 ,0.243 ,0.141 ,0.807 ,14.293 ,10.190 ,14.011 ,0.564 ,0.101 ,0.257 ,0.359 ,0.307 ,
0.017 ,0.238 ,0.138 ,0.811 ,13.990 ,9.949 ,13.766 ,0.572 ,0.100 ,0.262 ,0.362 ,0.311 ,
0.017 ,0.234 ,0.135 ,0.815 ,13.674 ,9.718 ,13.516 ,0.581 ,0.099 ,0.266 ,0.365 ,0.315 ,
0.017 ,0.230 ,0.132 ,0.819 ,13.344 ,9.496 ,13.262 ,0.589 ,0.098 ,0.270 ,0.368 ,0.319 ,
0.018 ,0.226 ,0.129 ,0.823 ,13.000 ,9.283 ,13.003 ,0.597 ,0.097 ,0.274 ,0.371 ,0.323 ,
0.018 ,0.222 ,0.127 ,0.827 ,12.643 ,9.080 ,12.741 ,0.604 ,0.096 ,0.278 ,0.373 ,0.327 ,
0.018 ,0.219 ,0.124 ,0.831 ,12.272 ,8.886 ,12.474 ,0.612 ,0.095 ,0.281 ,0.376 ,0.331 ,
0.019 ,0.215 ,0.121 ,0.834 ,11.887 ,8.702 ,12.202 ,0.619 ,0.094 ,0.285 ,0.379 ,0.334 ,
0.019 ,0.211 ,0.119 ,0.838 ,11.489 ,8.527 ,11.927 ,0.626 ,0.093 ,0.289 ,0.381 ,0.338 ,
0.019 ,0.208 ,0.116 ,0.841 ,11.077 ,8.361 ,11.647 ,0.633 ,0.092 ,0.292 ,0.384 ,0.341 ,
0.020 ,0.205 ,0.114 ,0.845 ,10.652 ,8.205 ,11.363 ,0.640 ,0.091 ,0.295 ,0.386 ,0.345 ,
0.020 ,0.202 ,0.111 ,0.848 ,10.213 ,8.059 ,11.075 ,0.647 ,0.090 ,0.298 ,0.389 ,0.348 ,
0.020 ,0.199 ,0.109 ,0.852 ,9.767 ,7.920 ,10.784 ,0.653 ,0.090 ,0.301 ,0.391 ,0.352 ,
0.020 ,0.196 ,0.107 ,0.855 ,9.328 ,7.784 ,10.497 ,0.659 ,0.089 ,0.304 ,0.393 ,0.355 ,
0.021 ,0.193 ,0.104 ,0.858 ,8.902 ,7.651 ,10.214 ,0.665 ,0.089 ,0.307 ,0.396 ,0.358 ,
0.021 ,0.190 ,0.102 ,0.861 ,8.490 ,7.518 ,9.937 ,0.670 ,0.088 ,0.310 ,0.398 ,0.361 ,
0.021 ,0.188 ,0.100 ,0.864 ,8.092 ,7.388 ,9.664 ,0.676 ,0.088 ,0.312 ,0.400 ,0.364 ,
0.022 ,0.186 ,0.097 ,0.867 ,7.708 ,7.259 ,9.397 ,0.681 ,0.088 ,0.314 ,0.403 ,0.367 ,
0.022 ,0.183 ,0.095 ,0.869 ,7.337 ,7.132 ,9.135 ,0.686 ,0.088 ,0.317 ,0.405 ,0.369 ,
0.022 ,0.181 ,0.093 ,0.872 ,6.981 ,7.006 ,8.878 ,0.691 ,0.088 ,0.319 ,0.407 ,0.372 ,
0.023 ,0.179 ,0.091 ,0.875 ,6.639 ,6.882 ,8.626 ,0.696 ,0.088 ,0.321 ,0.409 ,0.375 ,
0.023 ,0.177 ,0.089 ,0.877 ,6.310 ,6.759 ,8.380 ,0.700 ,0.088 ,0.323 ,0.411 ,0.377 ,
0.023 ,0.175 ,0.087 ,0.880 ,5.995 ,6.638 ,8.138 ,0.705 ,0.088 ,0.325 ,0.413 ,0.380 ,
0.023 ,0.174 ,0.085 ,0.882 ,5.694 ,6.519 ,7.902 ,0.709 ,0.088 ,0.326 ,0.415 ,0.382 ,
0.024 ,0.172 ,0.083 ,0.885 ,5.408 ,6.401 ,7.671 ,0.713 ,0.089 ,0.328 ,0.417 ,0.385 ,
0.024 ,0.170 ,0.081 ,0.887 ,5.135 ,6.285 ,7.445 ,0.717 ,0.089 ,0.330 ,0.419 ,0.387 ,
0.024 ,0.169 ,0.079 ,0.889 ,4.875 ,6.170 ,7.224 ,0.720 ,0.089 ,0.331 ,0.421 ,0.389 ,
0.025 ,0.167 ,0.078 ,0.891 ,4.630 ,6.057 ,7.008 ,0.724 ,0.090 ,0.333 ,0.422 ,0.391 ,
0.025 ,0.166 ,0.076 ,0.893 ,4.399 ,5.946 ,6.798 ,0.727 ,0.090 ,0.334 ,0.424 ,0.393 ,
0.025 ,0.165 ,0.074 ,0.895 ,4.181 ,5.836 ,6.592 ,0.731 ,0.091 ,0.335 ,0.426 ,0.395 ,
0.026 ,0.163 ,0.072 ,0.897 ,3.978 ,5.727 ,6.392 ,0.734 ,0.091 ,0.337 ,0.428 ,0.397 ,
0.026 ,0.162 ,0.070 ,0.899 ,3.788 ,5.621 ,6.197 ,0.737 ,0.092 ,0.338 ,0.430 ,0.399 ,
0.026 ,0.161 ,0.069 ,0.901 ,3.613 ,5.515 ,6.007 ,0.740 ,0.092 ,0.339 ,0.431 ,0.401 ,
0.026 ,0.160 ,0.067 ,0.903 ,3.451 ,5.412 ,5.823 ,0.743 ,0.093 ,0.340 ,0.433 ,0.403 ,
0.027 ,0.159 ,0.066 ,0.904 ,3.303 ,5.310 ,5.643 ,0.745 ,0.094 ,0.341 ,0.434 ,0.404 ,
0.027 ,0.158 ,0.064 ,0.906 ,3.169 ,5.210 ,5.468 ,0.748 ,0.094 ,0.342 ,0.436 ,0.406 ,
0.027 ,0.157 ,0.062 ,0.908 ,3.048 ,5.111 ,5.299 ,0.751 ,0.095 ,0.343 ,0.438 ,0.408 ,
0.028 ,0.156 ,0.061 ,0.909 ,2.942 ,5.014 ,5.135 ,0.753 ,0.095 ,0.344 ,0.439 ,0.409 ,
0.028 ,0.155 ,0.059 ,0.911 ,2.850 ,4.918 ,4.976 ,0.755 ,0.096 ,0.345 ,0.441 ,0.411 ,
0.028 ,0.155 ,0.058 ,0.912 ,2.771 ,4.824 ,4.822 ,0.758 ,0.097 ,0.345 ,0.442 ,0.412 ,
0.029 ,0.154 ,0.057 ,0.914 ,2.707 ,4.732 ,4.674 ,0.760 ,0.097 ,0.346 ,0.443 ,0.414 ,
0.029 ,0.153 ,0.055 ,0.915 ,2.656 ,4.641 ,4.530 ,0.762 ,0.098 ,0.347 ,0.445 ,0.415 ,
0.029 ,0.152 ,0.054 ,0.916 ,2.619 ,4.552 ,4.392 ,0.764 ,0.098 ,0.348 ,0.446 ,0.416 ,
0.029 ,0.151 ,0.052 ,0.918 ,2.596 ,4.464 ,4.258 ,0.766 ,0.099 ,0.349 ,0.448 ,0.418 ,
0.030 ,0.151 ,0.051 ,0.919 ,2.587 ,4.378 ,4.130 ,0.768 ,0.100 ,0.349 ,0.449 ,0.419 ,
0.030 ,0.150 ,0.050 ,0.920 ,2.590 ,4.293 ,4.007 ,0.770 ,0.100 ,0.350 ,0.450 ,0.420 ,
0.030 ,0.149 ,0.048 ,0.921 ,2.600 ,4.209 ,3.890 ,0.772 ,0.101 ,0.351 ,0.452 ,0.421 ,
0.031 ,0.148 ,0.047 ,0.923 ,2.611 ,4.126 ,3.778 ,0.774 ,0.101 ,0.352 ,0.453 ,0.423 ,
0.031 ,0.147 ,0.046 ,0.924 ,2.624 ,4.043 ,3.671 ,0.776 ,0.102 ,0.353 ,0.454 ,0.424 ,
0.031 ,0.147 ,0.045 ,0.925 ,2.638 ,3.961 ,3.569 ,0.778 ,0.102 ,0.353 ,0.455 ,0.425 ,
0.032 ,0.146 ,0.044 ,0.926 ,2.654 ,3.879 ,3.473 ,0.780 ,0.102 ,0.354 ,0.456 ,0.426 ,
0.032 ,0.145 ,0.042 ,0.927 ,2.671 ,3.798 ,3.382 ,0.782 ,0.103 ,0.355 ,0.458 ,0.427 ,
0.032 ,0.144 ,0.041 ,0.928 ,2.690 ,3.717 ,3.297 ,0.784 ,0.103 ,0.356 ,0.459 ,0.428 ,
0.032 ,0.143 ,0.040 ,0.929 ,2.710 ,3.637 ,3.217 ,0.785 ,0.103 ,0.357 ,0.460 ,0.429 ,
0.033 ,0.143 ,0.039 ,0.930 ,2.731 ,3.557 ,3.142 ,0.787 ,0.104 ,0.357 ,0.461 ,0.430 ,
0.033 ,0.142 ,0.038 ,0.931 ,2.754 ,3.478 ,3.072 ,0.789 ,0.104 ,0.358 ,0.462 ,0.431 ,
0.033 ,0.141 ,0.037 ,0.932 ,2.778 ,3.399 ,3.008 ,0.791 ,0.104 ,0.359 ,0.463 ,0.432 ,
0.034 ,0.140 ,0.036 ,0.933 ,2.804 ,3.320 ,2.950 ,0.792 ,0.104 ,0.360 ,0.464 ,0.433 ,
0.034 ,0.139 ,0.035 ,0.933 ,2.831 ,3.242 ,2.896 ,0.794 ,0.104 ,0.361 ,0.465 ,0.433 ,
0.034 ,0.138 ,0.034 ,0.934 ,2.859 ,3.165 ,2.848 ,0.796 ,0.104 ,0.362 ,0.466 ,0.434 ,
0.035 ,0.138 ,0.033 ,0.935 ,2.889 ,3.088 ,2.806 ,0.798 ,0.104 ,0.362 ,0.467 ,0.435 ,
0.035 ,0.137 ,0.032 ,0.936 ,2.921 ,3.011 ,2.768 ,0.799 ,0.105 ,0.363 ,0.468 ,0.436 ,
0.035 ,0.136 ,0.031 ,0.937 ,2.953 ,2.935 ,2.736 ,0.801 ,0.105 ,0.364 ,0.469 ,0.437 ,
0.035 ,0.135 ,0.030 ,0.938 ,2.988 ,2.859 ,2.710 ,0.803 ,0.105 ,0.365 ,0.470 ,0.438 ,
0.036 ,0.134 ,0.030 ,0.938 ,3.023 ,2.784 ,2.689 ,0.804 ,0.104 ,0.366 ,0.470 ,0.438 ,
0.036 ,0.133 ,0.029 ,0.939 ,3.060 ,2.710 ,2.673 ,0.806 ,0.104 ,0.367 ,0.471 ,0.439 ,
0.036 ,0.132 ,0.028 ,0.940 ,3.099 ,2.636 ,2.662 ,0.808 ,0.104 ,0.368 ,0.472 ,0.440 ,
0.037 ,0.131 ,0.027 ,0.941 ,3.139 ,2.562 ,2.657 ,0.810 ,0.104 ,0.369 ,0.473 ,0.441 ,
0.037 ,0.130 ,0.026 ,0.942 ,3.180 ,2.489 ,2.657 ,0.811 ,0.104 ,0.370 ,0.474 ,0.442 ,
0.037 ,0.129 ,0.026 ,0.942 ,3.223 ,2.416 ,2.663 ,0.813 ,0.104 ,0.371 ,0.474 ,0.442 ,
0.038 ,0.128 ,0.025 ,0.943 ,3.267 ,2.344 ,2.674 ,0.815 ,0.103 ,0.372 ,0.475 ,0.443 ,
0.038 ,0.127 ,0.024 ,0.944 ,3.312 ,2.272 ,2.690 ,0.817 ,0.103 ,0.373 ,0.476 ,0.444 ,
0.038 ,0.126 ,0.024 ,0.945 ,3.359 ,2.201 ,2.712 ,0.818 ,0.103 ,0.374 ,0.476 ,0.445 ,
0.038 ,0.125 ,0.023 ,0.946 ,3.408 ,2.130 ,2.739 ,0.820 ,0.102 ,0.375 ,0.477 ,0.446 ,
0.039 ,0.124 ,0.022 ,0.947 ,3.458 ,2.059 ,2.771 ,0.822 ,0.102 ,0.376 ,0.478 ,0.447 ,
0.039 ,0.123 ,0.022 ,0.947 ,3.509 ,1.989 ,2.809 ,0.824 ,0.102 ,0.377 ,0.478 ,0.447 ,
0.039 ,0.122 ,0.021 ,0.948 ,3.562 ,1.920 ,2.852 ,0.826 ,0.101 ,0.378 ,0.479 ,0.448 ,
0.040 ,0.121 ,0.021 ,0.949 ,3.616 ,1.851 ,2.900 ,0.828 ,0.101 ,0.379 ,0.479 ,0.449 ,
0.040 ,0.120 ,0.020 ,0.950 ,3.671 ,1.783 ,2.954 ,0.830 ,0.100 ,0.380 ,0.480 ,0.450 ,
0.040 ,0.119 ,0.020 ,0.951 ,3.725 ,1.716 ,3.007 ,0.832 ,0.099 ,0.381 ,0.480 ,0.451 ,
0.041 ,0.118 ,0.019 ,0.952 ,3.777 ,1.650 ,3.057 ,0.834 ,0.099 ,0.382 ,0.481 ,0.452 ,
0.041 ,0.117 ,0.019 ,0.953 ,3.825 ,1.587 ,3.102 ,0.836 ,0.098 ,0.383 ,0.481 ,0.453 ,
0.041 ,0.116 ,0.018 ,0.954 ,3.870 ,1.525 ,3.142 ,0.838 ,0.097 ,0.384 ,0.482 ,0.454 ,
0.041 ,0.114 ,0.018 ,0.955 ,3.912 ,1.465 ,3.177 ,0.840 ,0.097 ,0.386 ,0.482 ,0.455 ,
0.042 ,0.113 ,0.017 ,0.956 ,3.950 ,1.408 ,3.207 ,0.842 ,0.096 ,0.387 ,0.483 ,0.456 ,
0.042 ,0.112 ,0.017 ,0.956 ,3.985 ,1.352 ,3.233 ,0.845 ,0.095 ,0.388 ,0.483 ,0.456 ,
0.042 ,0.111 ,0.016 ,0.957 ,4.017 ,1.298 ,3.253 ,0.847 ,0.094 ,0.389 ,0.484 ,0.457 ,
0.043 ,0.110 ,0.016 ,0.958 ,4.045 ,1.246 ,3.269 ,0.849 ,0.094 ,0.390 ,0.484 ,0.458 ,
0.043 ,0.108 ,0.016 ,0.959 ,4.070 ,1.196 ,3.279 ,0.851 ,0.093 ,0.392 ,0.484 ,0.459 ,
0.043 ,0.107 ,0.015 ,0.960 ,4.092 ,1.148 ,3.285 ,0.853 ,0.092 ,0.393 ,0.485 ,0.460 ,
0.044 ,0.106 ,0.015 ,0.961 ,4.110 ,1.102 ,3.286 ,0.856 ,0.091 ,0.394 ,0.485 ,0.461 ,
0.044 ,0.105 ,0.015 ,0.962 ,4.126 ,1.058 ,3.282 ,0.858 ,0.090 ,0.395 ,0.485 ,0.462 ,
0.044 ,0.103 ,0.014 ,0.963 ,4.137 ,1.016 ,3.273 ,0.860 ,0.089 ,0.397 ,0.486 ,0.463 ,
0.044 ,0.102 ,0.014 ,0.964 ,4.146 ,0.975 ,3.259 ,0.862 ,0.088 ,0.398 ,0.486 ,0.464 ,
0.045 ,0.101 ,0.014 ,0.965 ,4.151 ,0.937 ,3.241 ,0.864 ,0.087 ,0.399 ,0.486 ,0.465 ,
0.045 ,0.100 ,0.013 ,0.966 ,4.153 ,0.901 ,3.217 ,0.867 ,0.086 ,0.400 ,0.487 ,0.466 ,
0.045 ,0.098 ,0.013 ,0.967 ,4.151 ,0.866 ,3.189 ,0.869 ,0.085 ,0.402 ,0.487 ,0.467 ,
0.046 ,0.097 ,0.013 ,0.968 ,4.146 ,0.833 ,3.155 ,0.871 ,0.084 ,0.403 ,0.487 ,0.468 ,
0.046 ,0.096 ,0.013 ,0.969 ,4.138 ,0.803 ,3.117 ,0.873 ,0.083 ,0.404 ,0.487 ,0.469 ,
0.046 ,0.095 ,0.012 ,0.970 ,4.127 ,0.774 ,3.074 ,0.875 ,0.082 ,0.405 ,0.488 ,0.470 ,
0.047 ,0.093 ,0.012 ,0.971 ,4.112 ,0.747 ,3.026 ,0.878 ,0.081 ,0.407 ,0.488 ,0.471 ,
0.047 ,0.092 ,0.012 ,0.972 ,4.094 ,0.722 ,2.973 ,0.880 ,0.080 ,0.408 ,0.488 ,0.472 ,
0.047 ,0.091 ,0.012 ,0.973 ,4.072 ,0.699 ,2.915 ,0.882 ,0.079 ,0.409 ,0.488 ,0.473 ,
0.047 ,0.090 ,0.012 ,0.974 ,4.048 ,0.678 ,2.853 ,0.884 ,0.078 ,0.410 ,0.488 ,0.474 ,
0.048 ,0.089 ,0.011 ,0.975 ,4.020 ,0.659 ,2.785 ,0.886 ,0.077 ,0.411 ,0.489 ,0.475 ,
0.048 ,0.087 ,0.011 ,0.975 ,3.988 ,0.642 ,2.712 ,0.888 ,0.076 ,0.413 ,0.489 ,0.475 ,
0.048 ,0.086 ,0.011 ,0.976 ,3.954 ,0.627 ,2.635 ,0.890 ,0.075 ,0.414 ,0.489 ,0.476 ,
